outcome,kind,candidate,selected,log_loss,auc,C,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,reg_alpha,reg_lambda
var157,xgb,0,False,0.25202448880659645,0.5863660417418749,,80.0,2.0,0.03,0.8,0.8,0.0,1.0
var157,xgb,1,True,0.2512547713798344,0.5881910272655543,,80.0,3.0,0.08,0.8,0.8,0.1,5.0
var157,xgb,2,False,0.2513052606282246,0.5884605906904135,,120.0,2.0,0.08,1.0,0.9,0.5,5.0
var157,xgb,3,False,0.2513845925670251,0.5875094338365521,,120.0,3.0,0.03,0.9,1.0,0.1,10.0
var161,lasso,0,False,0.28121765423058026,0.587041386489003,0.01,,,,,,,
var161,lasso,1,True,0.27778717011506093,0.60824617266594,0.1,,,,,,,
var161,lasso,2,False,0.278464552740487,0.6067543731624271,1.0,,,,,,,
var161,lasso,3,False,0.2788410052344824,0.6060982406110406,10.0,,,,,,,
var161,xgb,0,False,0.27983294468547243,0.6037024197164854,,80.0,2.0,0.03,0.8,0.8,0.0,1.0
var161,xgb,1,True,0.2767017024097638,0.6173658414959087,,80.0,3.0,0.08,0.8,0.8,0.1,5.0
var161,xgb,2,False,0.2771774965163579,0.6148272469638871,,120.0,2.0,0.08,1.0,0.9,0.5,5.0
var161,xgb,3,False,0.2779162714028001,0.6111105345575478,,120.0,3.0,0.03,0.9,1.0,0.1,10.0
var155,lasso,0,False,0.15059118898222634,0.553983787110324,0.01,,,,,,,
var155,lasso,1,True,0.14858746192753677,0.5957488109778762,0.1,,,,,,,
var155,lasso,2,False,0.14980881210267102,0.5894078215962468,1.0,,,,,,,
var155,lasso,3,False,0.15064456809006035,0.5843427907698208,10.0,,,,,,,
var155,xgb,0,False,0.1498890765421033,0.5847143431698949,,80.0,2.0,0.03,0.8,0.8,0.0,1.0
var155,xgb,1,True,0.1483059987291873,0.5986067502662041,,80.0,3.0,0.08,0.8,0.8,0.1,5.0
var155,xgb,2,False,0.14833940025922246,0.5956599690226168,,120.0,2.0,0.08,1.0,0.9,0.5,5.0
var155,xgb,3,False,0.148645820938709,0.591240341592616,,120.0,3.0,0.03,0.9,1.0,0.1,10.0
var154,lasso,0,False,0.0835046364334058,0.45046059785138726,0.01,,,,,,,
var154,lasso,1,True,0.08231015167189512,0.5360478572350655,0.1,,,,,,,
var154,lasso,2,False,0.08317532158660929,0.5448465953586834,1.0,,,,,,,
var154,lasso,3,False,0.0838680236643425,0.5388140178079563,10.0,,,,,,,
var154,xgb,0,False,0.08425073433384968,0.5372357308189539,,80.0,2.0,0.03,0.8,0.8,0.0,1.0
var154,xgb,1,True,0.08220105024282665,0.5500438430487897,,80.0,3.0,0.08,0.8,0.8,0.1,5.0
var154,xgb,2,False,0.082400015348071,0.5423157080301928,,120.0,2.0,0.08,1.0,0.9,0.5,5.0
var154,xgb,3,False,0.08235000433731382,0.5431380659555953,,120.0,3.0,0.03,0.9,1.0,0.1,10.0
var158,lasso,0,False,0.062135619590209766,0.4629442576673948,0.01,,,,,,,
var158,lasso,1,True,0.060463452865169715,0.5493769971014,0.1,,,,,,,
var158,lasso,2,False,0.06222044347987999,0.535308159834397,1.0,,,,,,,
var158,lasso,3,False,0.06321248247268861,0.5454199655865355,10.0,,,,,,,
var158,xgb,0,False,0.06333983461003104,0.547406842982715,,80.0,2.0,0.03,0.8,0.8,0.0,1.0
var158,xgb,1,True,0.06025308521319346,0.5724352041410483,,80.0,3.0,0.08,0.8,0.8,0.1,5.0
var158,xgb,2,False,0.06044038595595885,0.5536836971457015,,120.0,2.0,0.08,1.0,0.9,0.5,5.0
var158,xgb,3,False,0.06069392390049597,0.5576796482881902,,120.0,3.0,0.03,0.9,1.0,0.1,10.0
