variable,label,category,first_group,second_group,first_n,second_n,first_observed_n,second_observed_n,first_missing_n,second_missing_n,first_count,second_count,first_percent,second_percent,standardized_difference,p_value,first_mean,first_sd,first_median,first_q1,first_q3,second_mean,second_sd,second_median,second_q1,second_q3
sin_tvp_,Index VTE presentation,PE+DVT,Complete cases,Excluded for missing predictors,5806,4449,5806,4449,0,0,1445.0,405.0,24.888046848088187,9.103169251517194,0.4298616514223577,0.0,,,,,,,,,,
var171,Syncope,No,Complete cases,Excluded for missing predictors,5806,4449,5806,4144,0,305,5481.0,3772.0,94.40234240440924,91.02316602316603,0.13028033587161625,1.187162356067024e-10,,,,,,,,,,
var171,Syncope,Yes,Complete cases,Excluded for missing predictors,5806,4449,5806,4144,0,305,325.0,372.0,5.597657595590768,8.976833976833976,-0.1302803358716162,1.187162356067024e-10,,,,,,,,,,
tv_l_esu,Upper-extremity thrombosis,No,Complete cases,Excluded for missing predictors,5806,4449,1719,1281,4087,3168,1719.0,881.0,100.0,68.7743950039032,0.952921310411594,7.308060650161638e-167,,,,,,,,,,
tv_l_esu,Upper-extremity thrombosis,Yes,Complete cases,Excluded for missing predictors,5806,4449,1719,1281,4087,3168,0.0,400.0,0.0,31.225604996096802,-0.952921310411594,7.308060650161638e-167,,,,,,,,,,
tvp_orig,Upper-extremity catheter relationship,No secundaria a catéter,Complete cases,Excluded for missing predictors,5806,4449,0,394,5806,4055,0.0,307.0,,77.91878172588832,,,,,,,,,,,,
tvp_orig,Upper-extremity catheter relationship,Secundaria a catéter,Complete cases,Excluded for missing predictors,5806,4449,0,394,5806,4055,0.0,87.0,,22.081218274111674,,,,,,,,,,,,
tv_l_ein,Lower-extremity thrombosis,No,Complete cases,Excluded for missing predictors,5806,4449,5806,1822,0,2627,0.0,596.0,0.0,32.711306256860595,-0.9860362755521376,0.0,,,,,,,,,,
tv_l_ein,Lower-extremity thrombosis,Yes,Complete cases,Excluded for missing predictors,5806,4449,5806,1822,0,2627,5806.0,1226.0,100.0,67.2886937431394,0.9860362755521376,0.0,,,,,,,,,,
tvp_prox,DVT proximal/distal location,Distal (excluyendo la vena poplítea),Complete cases,Excluded for missing predictors,5806,4449,5806,1098,0,3351,925.0,205.0,15.931794695142957,18.670309653916213,-0.07244586461036955,0.02615361916617313,,,,,,,,,,
